id,initial_invt,monthly_invt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7,PC Date 
748,7600,370,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:ITA,NYSEARCA:XME,,,,0.515045047,0.16537015,0.245669875,0.073914928,,,,2009-05-23
749,6300,1850,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IHF,,,,0.66229932,0.047963095,0.116271333,0.173466252,,,,2008-07-09
750,19200,2060,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:RYH,,,0.591172399,0.12226770099999999,0.11997891599999999,0.074847854,0.09173312900000001,,,2008-11-18
751,16400,3600,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:XME,NYSEARCA:IHF,,,,0.5071473639999999,0.313369658,0.13117394599999999,0.048309032,,,,2009-06-11
752,8000,2260,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.620250898,0.17600511,0.010333891999999999,0.060292082999999996,0.133118018,,,2008-10-04
753,13500,1760,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,,,,0.722638019,0.100679047,0.017994792,0.158688142,,,,2008-09-03
754,12400,2290,NYSEARCA:IEZ,NYSEARCA:IHI,NYSEARCA:PTH,,,,,0.6567017279999999,0.312814142,0.03048413,,,,,2008-02-06
755,18600,2390,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.593461127,0.188203137,0.070827954,0.105981378,0.041526405,,,2008-07-28
756,5200,120,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,0.43473400100000004,0.425689004,0.101521075,0.030449087000000003,0.007606834,,,2008-05-07
757,11800,760,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,,,,,0.814056456,0.17320155,0.012741994,,,,,2008-12-08
758,900,190,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.461325185,0.37764147299999995,0.01762534,0.115010717,0.028397286,,,2008-12-13
759,6400,820,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,,,,0.501650198,0.243009439,0.067363386,0.18797697800000002,,,,2008-06-09
760,2600,530,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,0.679692502,0.069632658,0.002417993,0.16133963699999998,0.08691721,,,2008-09-26
761,11100,2420,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,,,,0.41790895100000003,0.19359553,0.035017546000000004,0.35347797299999995,,,,2008-01-26
762,14200,510,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XME,,,,0.361913716,0.32953954,0.283893894,0.02465285,,,,2009-04-03
763,3700,120,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PPA,,,,,0.5229043879999999,0.256313126,0.22078248600000003,,,,,2008-06-27
764,2700,300,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:XLB,,,0.451286962,0.246018232,0.062612554,0.085149492,0.15493276,,,2008-07-06
765,18500,710,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IHF,,,,,0.6788906240000001,0.18506531699999998,0.13604406,,,,,2008-08-08
766,12800,920,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:VAW,,,0.47855843200000003,0.10212287699999999,0.103294851,0.067134083,0.248889757,,,2009-02-02
767,3400,950,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.65518163,0.200951782,0.114809618,0.02905697,,,,2009-02-17
768,5100,410,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.635605371,0.00750941,0.194655912,0.162229307,,,,2009-05-19
769,600,150,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PPA,NYSEARCA:RYH,,,0.441951014,0.285209486,0.111281282,0.085025444,0.076532774,,,2009-05-01
770,10800,2550,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:VOT,,,0.511873682,0.213882711,0.22750428399999997,0.018402532,0.028336791,,,2009-02-27
771,3800,390,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.7023219509999999,0.018163616,0.221925453,0.05758898,,,,2009-03-22
772,19900,4620,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:EWC,,,,,0.25533456600000004,0.328281979,0.416383455,,,,,2009-02-01
773,4100,220,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGV,,,0.47279014700000005,0.236154741,0.205184857,0.013993259,0.071876997,,,2008-07-01
774,10000,210,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IHI,,,,,0.48847256299999997,0.311303352,0.200224085,,,,,2008-10-31
775,13900,2470,NYSEARCA:PXE,NYSEARCA:XBI,NYSEARCA:XLE,,,,,0.692938465,0.19507613199999999,0.11198540300000001,,,,,2008-07-27
776,13100,3360,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PYZ,,,0.40984475299999995,0.015872449,0.150560811,0.122093924,0.301628062,,,2008-03-24
777,17200,1400,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.6959942990000001,0.053356852,0.035970487,0.088365074,0.126313289,,,2009-02-03
778,19400,2030,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:ITA,NYSEARCA:IHI,,,,0.46796117200000004,0.133383781,0.324441573,0.074213474,,,,2008-11-05
779,3600,310,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PYZ,,,,,0.5875776739999999,0.022628772999999998,0.38979355299999996,,,,,2008-03-04
780,12600,2400,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.128471784,0.401484147,0.226602627,0.24344144199999998,,,,2008-05-31
781,7200,1310,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:EVX,,,0.643549223,0.11299434300000001,0.139562038,0.068995661,0.034898734,,,2008-09-13
782,1600,190,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.39199692700000005,0.38906256899999997,0.068850934,0.150089569,,,,2008-02-10
783,3600,740,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.543126301,0.318318091,0.021625896000000002,0.11692971099999999,,,,2009-05-26
784,15300,120,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PTH,,,0.440751335,0.29098020199999997,0.052254779,0.026065973,0.18994771,,,2008-08-25
785,15200,2380,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IGM,,,,0.44554045200000003,0.167712993,0.167282171,0.21946438399999998,,,,2008-09-21
786,6100,1420,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VOT,,,,,0.729382692,0.060237942,0.21037936699999998,,,,,2009-05-04
787,10200,780,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:IHF,,0.416451334,0.084944096,0.149608619,0.063158984,0.104943422,0.180893545,,2008-02-17
788,10700,2260,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.7151560509999999,0.051870117,0.12617484199999998,0.04766305,0.05913594,,,2008-12-09
789,4900,400,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.593919251,0.247543884,0.045759413,0.11277745199999999,,,,2008-09-17
790,14900,2790,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,0.5032747000000001,0.292053719,0.08790812199999999,0.030779401,0.08598405699999999,,,2008-10-13
791,7700,280,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,,0.279510049,0.16965771300000002,0.069063481,0.01058407,0.06850590200000001,0.402678785,,2009-03-07
792,12900,1800,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:EVX,,,,0.454566666,0.238983836,0.22843375800000001,0.078015741,,,,2009-04-18
793,1500,160,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XLB,,,,,0.44641508799999996,0.414136646,0.139448266,,,,,2008-08-03
794,15800,280,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.777798076,0.098283627,0.10350963699999999,0.02040866,,,,2009-06-08
795,15200,1650,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,0.463746127,0.059334024000000006,0.233219284,0.009751296,0.045259649000000006,0.18868962,,2008-04-11
796,2500,540,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EVX,,,,0.510958547,0.321550683,0.010529795,0.156960976,,,,2008-03-09
797,7700,560,NYSEARCA:PXE,NYSEARCA:XLE,NYSEARCA:PYZ,,,,,0.828884691,0.015744753,0.155370556,,,,,2008-11-01
798,19100,820,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:PPA,,,,0.43691542,0.33293668600000004,0.024464717,0.205683178,,,,2008-12-15
799,5000,1070,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,,,0.5123563529999999,0.281584396,0.020305916,0.017700393999999998,0.16805294,,,2009-05-04
800,8500,680,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:VAW,,,,0.65772278,0.113051932,0.18069374,0.048531548,,,,2008-04-09
801,4700,710,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,0.513896829,0.22372736,0.09538772300000001,0.078300696,0.08868739099999999,,,2008-10-13
802,13200,1790,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGM,,,0.43428332799999997,0.311651832,0.015066577,0.12852331,0.110474954,,,2009-04-20
803,5700,830,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.5886458920000001,0.15948162800000001,0.14397308,0.10789939900000001,,,,2009-04-02
804,6800,600,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.67404277,0.062148635,0.095532252,0.168276342,,,,2008-09-25
805,7500,1570,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,0.39460018399999996,0.325096942,0.059678910999999994,0.079964353,0.14065961,,,2008-07-08
806,19200,1000,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IGM,,,0.44101496,0.262298789,0.11058140699999999,0.016431031000000002,0.169673815,,,2008-03-27
807,5300,1480,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:VOT,,,0.46716577600000003,0.24169888899999997,0.141880904,0.004880499,0.14437393199999998,,,2008-04-27
808,2100,600,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IHI,NYSEARCA:IHF,,,,0.297173285,0.502553241,0.018140841,0.18213263300000002,,,,2009-05-06
809,14800,2770,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.755599129,0.07702530099999999,0.029149038,0.13822653099999999,,,,2008-07-19
810,1400,370,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IHF,,,,,0.64664795,0.235060367,0.11829168400000001,,,,,2008-03-26
811,7000,1090,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.488259286,0.337265407,0.114676645,0.059798662,,,,2008-03-12
812,4500,380,NYSEARCA:RYE,NYSEARCA:IYM,NYSEARCA:IGV,,,,,0.769073253,0.12657502699999998,0.10435172,,,,,2008-05-19
813,16600,2180,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PYZ,,,,,0.540626945,0.16253744,0.296835615,,,,,2009-01-17
814,8600,1830,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGV,,,0.643133993,0.13321891800000002,0.124922147,0.02313644,0.075588502,,,2008-04-14
815,13000,2350,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EVX,,,,,0.517743759,0.32652693899999996,0.155729302,,,,,2008-12-17
816,8700,1020,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:VOT,,,0.260354558,0.17731584600000003,0.35699627100000003,0.12270704,0.082626285,,,2009-02-25
817,10800,2220,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:VOT,,,,0.339447581,0.25018055100000003,0.37538709299999995,0.034984775,,,,2008-03-24
818,3100,690,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.685300839,0.15914357,0.054521920999999994,0.10103367099999999,,,,2008-06-25
819,19000,1320,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,,,0.428949234,0.27603385199999997,0.140379585,0.021054744,0.133582585,,,2008-04-13
820,9600,1190,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:EVX,,,0.431716991,0.41864241700000004,0.040094755,0.084673687,0.02487215,,,2008-04-19
821,15900,4360,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:VAW,,,,0.6088813470000001,0.014934454,0.11549507699999999,0.260689123,,,,2008-07-18
822,12400,930,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:VOT,,,0.44096026899999996,0.160038344,0.049237881,0.22679805100000003,0.122965455,,,2008-07-24
823,6800,790,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:VAW,,,0.132916478,0.385540637,0.157508608,0.105555306,0.21847897100000002,,,2009-03-24
824,12000,2540,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,0.495090309,0.241474125,0.076302084,0.014847589,0.172285893,,,2008-07-05
825,3700,590,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:VOT,,,0.202606586,0.5564331339999999,0.019182886,0.17254567399999998,0.049231721,,,2008-04-09
826,1300,190,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:PPA,,,,,0.522986822,0.14364970300000002,0.333363475,,,,,2008-12-20
827,18200,1060,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EVX,,,0.43819529399999996,0.181969778,0.211225033,0.0031493859999999997,0.165460508,,,2008-05-06
828,900,230,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IHI,NYSEARCA:XME,,,,0.402380322,0.344972891,0.208863418,0.043783367999999996,,,,2008-01-01
829,12300,1260,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:JKH,,,0.57767469,0.189607258,0.015722526,0.132320831,0.084674696,,,2008-01-14
830,11900,2750,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:IHF,,,0.275625444,0.368949464,0.014065776,0.15460876199999998,0.18675055399999999,,,2009-01-11
831,5000,360,NYSEARCA:IEZ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:VAW,,,,0.497105833,0.014504193,0.046590793,0.441799182,,,,2009-06-26
832,16700,3550,NYSEARCA:XOP,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.72783285,0.097430838,0.06821452,0.106521793,,,,2008-07-14
833,14100,1360,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.554889765,0.37915597799999995,0.045749292999999996,0.020204964,,,,2008-05-11
834,13100,3320,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:IGV,,,0.629576018,0.027411467999999998,0.132990415,0.010707533,0.199314567,,,2008-07-31
835,6600,1630,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.566331514,0.027869917999999997,0.31898876800000003,0.086809799,,,,2008-09-20
836,1600,390,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,,0.41993920799999995,0.24230602399999998,0.136069545,0.201685224,,,,2008-09-21
837,15800,4480,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.52992168,0.17919748100000002,0.042862292,0.15831551,0.089703037,,,2008-06-11
838,4900,960,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.413089096,0.309300112,0.08293708400000001,0.070128281,0.12454542699999999,,,2009-03-17
839,13600,3280,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.146453965,0.358961762,0.27006368399999997,0.22452059,,,,2008-08-27
840,15500,1140,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.512711104,0.217854828,0.153976358,0.11545771,,,,2008-03-23
841,18900,2850,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IGV,,,,,0.521673653,0.28831586,0.190010487,,,,,2008-03-27
842,13900,2830,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IHI,NYSEARCA:PTH,,,,0.416087018,0.312396823,0.227281651,0.044234509000000005,,,,2008-05-17
843,9800,210,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XLB,,,0.36597839600000004,0.08072746,0.144923135,0.261376389,0.14699462,,,2009-05-24
844,12400,1480,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:VOT,,,,,0.7365829140000001,0.144990703,0.11842638300000001,,,,,2008-07-11
845,16100,1620,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:VAW,,,0.431992841,0.256616722,0.001551593,0.17317148300000001,0.136667361,,,2009-05-14
846,11000,2270,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:PYZ,,,,0.14018535,0.377690157,0.185219744,0.29690474899999997,,,,2008-08-08
847,19400,3850,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PTH,,,,0.34289319700000004,0.256768393,0.193656889,0.206681521,,,,2008-08-16
848,1900,200,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGV,,,0.47558395299999995,0.29205063800000003,0.21103990399999997,0.012298211000000002,0.009027293,,,2008-03-31
849,12500,430,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:RYH,,,0.473056394,0.314757009,0.099680702,0.061042555,0.051463339000000004,,,2009-04-22
850,8700,1270,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.370165477,0.242043221,0.248051823,0.139739478,,,,2008-09-27
851,13500,3510,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.8066627540000001,0.07502258,0.10799498800000001,0.010319678,,,,2009-06-18
852,12100,2740,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:VAW,,,,,0.43370410000000004,0.562342756,0.0039531440000000004,,,,,2008-02-28
853,16000,1060,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.493585053,0.123519139,0.085139065,0.140028053,0.15772869,,,2008-09-16
854,16400,4870,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:ITA,,,,0.5417064070000001,0.08055377799999999,0.105405451,0.272334364,,,,2008-11-03
855,5900,340,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:IYM,,,0.464493084,0.062331375999999994,0.078765635,0.335921066,0.058488839,,,2009-06-30
856,4400,460,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:IGM,,,0.561003735,0.189568992,0.093142746,0.014014302,0.142270225,,,2008-03-01
857,14600,700,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.660768089,0.17747993399999998,0.060910922,0.100841056,,,,2008-07-31
858,1200,270,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.326887849,0.26367034100000003,0.34074161700000005,0.068700194,,,,2009-03-01
859,2500,340,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:FVL,,,,,0.321168597,0.414638564,0.264192839,,,,,2009-01-01
860,16200,1810,NYSEARCA:IEZ,NYSEARCA:JKH,NYSEARCA:FVL,,,,,0.630524576,0.26805918,0.101416244,,,,,2008-12-23
861,11500,1460,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:VAW,,,,,0.596060849,0.041097456,0.362841695,,,,,2008-08-08
862,10900,2450,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VOT,,,0.363227872,0.32269524899999996,0.015093697,0.153664921,0.14531826,,,2008-06-01
863,19200,4750,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,,,,0.428090122,0.029371315,0.016433456000000003,0.526105107,,,,2008-06-05
864,16000,4060,NYSEARCA:XOP,NYSEARCA:XBI,NYSEARCA:XLE,,,,,0.679265795,0.298752079,0.021982125,,,,,2009-01-30
865,3400,530,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EVX,,,,,0.655196514,0.07992751,0.264875976,,,,,2008-10-22
866,14700,820,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,0.505920798,0.31643714,0.023482095,0.018484225,0.13567574300000002,,,2008-07-09
867,5300,110,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:JKH,,,0.5503393320000001,0.078404322,0.18233583399999997,0.042460668,0.146459843,,,2008-04-28
868,7300,2140,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.5245359079999999,0.244327162,0.08425275199999999,0.146884178,,,,2008-03-20
869,12800,2580,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:EVX,,,0.363599923,0.37360755,0.048148487999999996,0.119195621,0.09544841800000001,,,2008-05-13
870,800,130,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EVX,NYSEARCA:IGM,,,0.456441696,0.194817787,0.249140532,0.006036100000000001,0.093563885,,,2008-03-15
871,7200,2050,NYSEARCA:IEO,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.775212393,0.021610842,0.079580978,0.123595786,,,,2008-03-08
872,6900,1260,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:PTH,,,,0.451946412,0.337110621,0.02136878,0.189574187,,,,2008-12-12
873,15300,1000,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.5354661510000001,0.24047811800000002,0.022283616000000003,0.201772115,,,,2008-03-02
874,15800,2680,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:FVL,,,,,0.486111481,0.240755782,0.273132737,,,,,2008-04-01
875,5500,540,NYSEARCA:IEZ,NYSEARCA:XME,NYSEARCA:VOT,,,,,0.619717515,0.051095876,0.32918660899999996,,,,,2008-10-31
876,15400,1680,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.400720161,0.325652756,0.21823764199999998,0.055389442000000004,,,,2008-09-03
877,15200,1660,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:RYH,,,,,0.468282139,0.47482896700000005,0.056888894,,,,,2008-04-01
878,6400,1600,NYSEARCA:IEO,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.513695659,0.157966244,0.247178056,0.01267309,0.06848695099999999,,,2009-01-22
879,7500,1620,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGM,,,0.507350361,0.094207554,0.216995713,0.021826032000000002,0.15962034,,,2008-10-30
880,17100,440,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:XLB,,,,0.592795344,0.08637174,0.054112164000000004,0.266720752,,,,2009-03-01
881,7500,910,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.426670299,0.297104976,0.082013154,0.19421157,,,,2008-02-27
882,13700,920,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:PYZ,,,,0.431762121,0.244333877,0.294573204,0.029330797999999998,,,,2008-06-09
883,17600,780,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,,0.521353913,0.225732987,0.062803047,0.030721542999999997,0.15938851,,,2008-03-02
884,19700,3940,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.645186237,0.068201332,0.042264958,0.244347473,,,,2008-04-10
885,2200,440,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:PYZ,,,,0.552146009,0.177983499,0.084593055,0.185277437,,,,2009-06-14
886,10000,2860,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.8148271709999999,0.172818229,0.003425735,0.008928865,,,,2009-02-20
887,3200,130,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:FVL,,,,0.339443476,0.185982072,0.300156431,0.174418021,,,,2008-09-29
